order_id,product_id,product_name,quantity,list_price,discount,order_total
27,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1115.9814
30,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
41,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
50,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.07,1115.9814
51,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
54,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
71,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1139.981
73,26,Electra Townie Original 7D EQ - 2016,2,599.99,0.05,1139.981
77,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.2,479.992
80,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.1,539.991
96,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.1,539.991
104,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
13,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
16,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
23,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,215.992
43,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
47,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,215.992
49,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
50,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.2,431.984
51,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
57,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.07,251.0907
68,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
72,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
91,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
99,13,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,215.992
106,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
107,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
6,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.07,417.57
15,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.05,853.1
24,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.07,835.14
35,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.05,426.55
58,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.07,417.57
70,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.2,359.2
71,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.1,404.1
78,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,449,0.1,808.2
85,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.07,417.57
103,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.2,359.2
10,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
16,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
21,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
25,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
28,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
29,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,512.981
48,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,502.1814
53,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
58,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,512.981
60,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.05,512.981
62,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
78,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
7,15,Electra Moto 1 - 2016,1,529.99,0.07,492.8907
22,15,Electra Moto 1 - 2016,2,529.99,0.2,847.984
39,15,Electra Moto 1 - 2016,1,529.99,0.1,476.991
47,15,Electra Moto 1 - 2016,1,529.99,0.1,476.991
55,15,Electra Moto 1 - 2016,2,529.99,0.2,847.984
60,15,Electra Moto 1 - 2016,1,529.99,0.07,492.8907
61,15,Electra Moto 1 - 2016,2,529.99,0.05,1006.981
75,15,Electra Moto 1 - 2016,1,529.99,0.2,423.992
84,15,Electra Moto 1 - 2016,2,529.99,0.07,985.7814
86,15,Electra Moto 1 - 2016,1,529.99,0.1,476.991
91,15,Electra Moto 1 - 2016,2,529.99,0.07,985.7814
102,15,Electra Moto 1 - 2016,1,529.99,0.05,503.4905
103,15,Electra Moto 1 - 2016,2,529.99,0.1,953.982
27,19,Pure Cycles William 3-Speed - 2016,1,449,0.2,359.2
30,19,Pure Cycles William 3-Speed - 2016,1,449,0.1,404.1
41,19,Pure Cycles William 3-Speed - 2016,2,449,0.2,718.4
42,19,Pure Cycles William 3-Speed - 2016,1,449,0.05,426.55
57,19,Pure Cycles William 3-Speed - 2016,2,449,0.2,718.4
63,19,Pure Cycles William 3-Speed - 2016,2,449,0.05,853.1
67,19,Pure Cycles William 3-Speed - 2016,1,449,0.2,359.2
78,19,Pure Cycles William 3-Speed - 2016,1,449,0.2,359.2
95,19,Pure Cycles William 3-Speed - 2016,1,449,0.1,404.1
97,19,Pure Cycles William 3-Speed - 2016,1,449,0.1,404.1
98,19,Pure Cycles William 3-Speed - 2016,1,449,0.07,417.57
104,19,Pure Cycles William 3-Speed - 2016,2,449,0.1,808.2
107,19,Pure Cycles William 3-Speed - 2016,1,449,0.2,359.2
16,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
25,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
26,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
29,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
35,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
45,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
55,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
59,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.05,256.4905
67,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,215.992
86,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.2,431.984
93,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
94,21,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.07,502.1814
98,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.1,242.991
99,21,Electra Cruiser 1 (24-Inch) - 2016,1,269.99,0.2,215.992
8,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
11,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
18,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
22,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.05,256.4905
25,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
35,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
39,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
45,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
60,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
62,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
64,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
69,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
73,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
93,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,502.1814
98,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
102,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.07,251.0907
108,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.07,502.1814
109,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.1,485.982
15,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
17,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.1,269.991
23,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,539.982
25,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
33,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,557.9814
38,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.07,278.9907
53,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,569.981
57,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,539.982
58,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.1,269.991
64,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
66,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.07,278.9907
67,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
73,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
81,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.05,569.981
84,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,557.9814
86,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,557.9814
87,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.1,539.982
96,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.05,284.9905
99,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
29,24,Electra Townie Original 21D - 2016,2,549.99,0.05,1044.981
38,24,Electra Townie Original 21D - 2016,1,549.99,0.07,511.4907
64,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
71,24,Electra Townie Original 21D - 2016,1,549.99,0.2,439.992
77,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
80,24,Electra Townie Original 21D - 2016,1,549.99,0.1,494.991
100,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
18,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
32,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,899.982
38,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.2,399.992
47,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.07,929.9814
52,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.07,464.9907
53,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,899.982
55,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.2,799.984
61,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.1,449.991
63,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,899.982
64,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,899.982
73,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.07,464.9907
77,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.2,399.992
79,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.07,929.9814
81,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
82,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.1,899.982
91,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.05,474.9905
99,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.05,949.981
110,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
111,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.1,242.991
111,12,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
112,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.2,479.984
112,25,Electra Townie Original 7D - 2015/2016,2,499.99,0.07,929.9814
112,24,Electra Townie Original 21D - 2016,2,549.99,0.05,1044.981
112,5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1056.792
113,12,Electra Townie Original 21D - 2016,2,549.99,0.07,1022.9814
113,24,Electra Townie Original 21D - 2016,2,549.99,0.1,989.982
113,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.07,437.0907
113,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,299.99,0.2,239.992
113,5,Heller Shagamaw Frame - 2016,2,1320.99,0.2,2113.584
114,12,Electra Townie Original 21D - 2016,1,549.99,0.05,522.4905
114,2,Ritchey Timberwolf Frameset - 2016,1,749.99,0.07,697.4907
114,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.1,485.982
115,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
115,19,Pure Cycles William 3-Speed - 2016,1,449,0.1,404.1
116,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
117,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,269.99,0.2,431.984
117,26,Electra Townie Original 7D EQ - 2016,1,599.99,0.05,569.9905
117,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,269.99,0.2,215.992
117,19,Pure Cycles William 3-Speed - 2016,1,449,0.05,426.55
118,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,449,0.07,417.57
118,4,Trek Fuel EX 8 29 - 2016,1,2899.99,0.07,2696.9907
118,6,Surly Ice Cream Truck Frameset - 2016,1,469.99,0.07,437.0907
118,3,Surly Wednesday Frameset - 2016,2,999.99,0.1,1799.982
118,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,299.99,0.07,557.9814
119,25,Electra Townie Original 7D - 2015/2016,1,499.99,0.05,474.9905
120,13,Electra Cruiser 1 (24-Inch) - 2016,2,269.99,0.05,512.981
120,6,Surly Ice Cream Truck Frameset - 2016,2,469.99,0.05,892.981
120,10,Surly Straggler - 2016,2,1549,0.05,2943.1
120,17,Pure Cycles Vine 8-Speed - 2016,1,429,0.05,407.55
120,16,Electra Townie Original 7D EQ - 2016,2,599.99,0.2,959.984
121,5,Heller Shagamaw Frame - 2016,1,1320.99,0.2,1056.792
